key,forms,path
subanta:anya:pum:5:3,anyeByaH,1.2.45 4.1.2 1.3.4 1.1.27 1.1.27 1.4.13 1.4.17 1.4.14 7.3.103 8.2.66 1.3.2 8.3.15 8.4.68
subanta:anya:pum:6:1,anyasya,1.2.45 4.1.2 1.3.4 1.3.8 1.3.9 1.1.27 1.1.27 1.4.13 7.1.12 1.4.17 1.4.14 8.4.68
subanta:anya:pum:6:2,anyayoH,1.2.45 4.1.2 1.3.4 1.1.27 1.1.27 1.4.13 1.4.18 1.4.14 7.3.104 6.1.78 8.2.66 1.3.2 8.3.15 8.4.68
subanta:anya:pum:6:3,anyezAm,1.2.45 4.1.2 1.3.4 1.1.27 1.1.27 7.1.52 1.3.2 1.3.3 1.3.9 1.4.13 1.4.17 1.4.14 7.3.103 8.3.59 8.4.68
subanta:anya:pum:7:1,anyasmin,1.2.45 4.1.2 1.3.8 1.3.9 1.1.27 1.1.27 1.4.13 7.1.15 1.4.17 1.4.14 8.4.68
subanta:anya:pum:7:2,anyayoH,1.2.45 4.1.2 1.3.4 1.1.27 1.1.27 1.4.13 1.4.18 1.4.14 7.3.104 6.1.78 8.2.66 1.3.2 8.3.15 8.4.68
subanta:anya:pum:7:3,anyezu,1.2.45 4.1.2 1.3.3 1.3.9 1.1.27 1.1.27 1.4.13 1.4.17 1.4.14 7.3.103 8.3.59 8.4.68
subanta:anya:pum:8:1,anya,1.2.45 4.1.2 1.3.2 1.3.9 1.1.27 2.3.48 2.3.49 1.1.43 1.1.27 2.3.48 2.3.49 1.1.43 1.4.13 1.4.14 6.1.69 8.4.68
subanta:anya:pum:8:2,anyO,1.2.45 4.1.2 1.1.27 2.3.48 1.1.43 1.1.27 2.3.48 1.1.43 1.4.13 1.4.14 6.1.104 6.1.88 8.4.68
subanta:anya:pum:8:3,anye,1.2.45 4.1.2 1.3.4 1.3.7 1.3.9 1.1.27 2.3.48 1.1.43 1.1.27 2.3.48 1.1.43 1.4.13 7.1.17 1.3.8 1.3.9 1.4.14 6.1.104 6.1.87 8.4.68
subanta:jYAna:napumsaka:1:1,jYAnam,1.2.45 4.1.2 1.3.2 1.3.9 1.1.73 1.1.73 7.1.24 1.3.4 1.4.13 1.4.18 1.4.14 6.1.107 8.4.68
subanta:jYAna:napumsaka:1:2,jYAne,1.2.45 4.1.2 1.1.73 1.1.73 1.4.13 7.1.19 1.3.8 1.3.9 1.4.18 1.4.14 6.4.148.1 6.1.104 6.1.87
subanta:jYAna:napumsaka:1:3,jYAnAni,1.2.45 4.1.2 1.3.4 1.3.7 1.3.9 1.1.73 1.1.73 1.4.13 7.1.20 1.3.8 1.3.9 1.1.42 1.4.14 7.1.72 6.4.8
subanta:jYAna:napumsaka:2:1,jYAnam,1.2.45 4.1.2 1.3.4 1.1.73 1.1.73 7.1.24 1.3.4 1.4.13 1.4.18 1.4.14 6.1.107 8.4.68
subanta:jYAna:napumsaka:2:2,jYAne,1.2.45 4.1.2 1.3.3 1.3.9 1.1.73 1.1.73 1.4.13 7.1.19 1.3.8 1.3.9 1.4.18 1.4.14 6.4.148.1 6.1.104 6.1.87
subanta:jYAna:napumsaka:2:3,jYAnAni,1.2.45 4.1.2 1.3.4 1.3.8 1.3.9 1.1.73 1.1.73 1.4.13 7.1.20 1.3.8 1.3.9 1.1.42 1.4.14 7.1.72 6.4.8
subanta:jYAna:napumsaka:3:1,jYAnena,1.2.45 4.1.2 1.3.7 1.3.9 1.1.73 1.1.73 1.4.13 7.1.12 1.4.18 1.4.14 6.1.87 8.4.68
subanta:jYAna:napumsaka:3:2,jYAnAByAm,1.2.45 4.1.2 1.3.4 1.1.73 1.1.73 1.4.13 1.4.17 1.4.14 7.3.102
subanta:jYAna:napumsaka:3:3,jYAnEH,1.2.45 4.1.2 1.3.4 1.1.73 1.1.73 1.4.13 7.1.9 1.4.18 1.4.14 6.1.88 8.2.66 1.3.2 8.3.15
subanta:jYAna:napumsaka:4:1,jYAnAya,1.2.45 4.1.2 1.3.8 1.3.9 1.1.73 1.1.73 1.4.13 7.1.13 1.4.18 1.4.14 7.3.102 8.4.68
subanta:jYAna:napumsaka:4:2,jYAnAByAm,1.2.45 4.1.2 1.3.4 1.1.73 1.1.73 1.4.13 1.4.17 1.4.14 7.3.102
subanta:jYAna:napumsaka:4:3,jYAneByaH,1.2.45 4.1.2 1.3.4 1.1.73 1.1.73 1.4.13 1.4.17 1.4.14 7.3.103 8.2.66 1.3.2 8.3.15 8.4.68
subanta:jYAna:napumsaka:5:1,jYAnAd|jYAnAt,1.2.45 4.1.2 1.3.2 1.3.8 1.3.9 1.1.73 1.1.73 1.4.13 7.1.12 1.4.18 1.4.14 6.1.101 8.2.39 8.4.56
subanta:jYAna:napumsaka:5:2,jYAnAByAm,1.2.45 4.1.2 1.3.4 1.1.73 1.1.73 1.4.13 1.4.17 1.4.14 7.3.102
subanta:jYAna:napumsaka:5:3,jYAneByaH,1.2.45 4.1.2 1.3.4 1.1.73 1.1.73 1.4.13 1.4.17 1.4.14 7.3.103 8.2.66 1.3.2 8.3.15 8.4.68
subanta:jYAna:napumsaka:6:1,jYAnasya,1.2.45 4.1.2 1.3.4 1.3.8 1.3.9 1.1.73 1.1.73 1.4.13 7.1.12 1.4.17 1.4.14 8.4.68
subanta:jYAna:napumsaka:6:2,jYAnayoH,1.2.45 4.1.2 1.3.4 1.1.73 1.1.73 1.4.13 1.4.18 1.4.14 7.3.104 6.1.78 8.2.66 1.3.2 8.3.15 8.4.68
subanta:jYAna:napumsaka:6:3,jYAnAnAm,1.2.45 4.1.2 1.3.4 1.1.73 1.1.73 7.1.54 1.3.2 1.3.3 1.3.9 1.4.13 1.4.17 1.4.14 6.4.3
subanta:jYAna:napumsaka:7:1,jYAne,1.2.45 4.1.2 1.3.8 1.3.9 1.1.73 1.1.73 1.4.13 1.4.18 1.4.14 6.1.87
subanta:jYAna:napumsaka:7:2,jYAnayoH,1.2.45 4.1.2 1.3.4 1.1.73 1.1.73 1.4.13 1.4.18 1.4.14 7.3.104 6.1.78 8.2.66 1.3.2 8.3.15 8.4.68
subanta:jYAna:napumsaka:7:3,jYAnezu,1.2.45 4.1.2 1.3.3 1.3.9 1.1.73 1.1.73 1.4.13 1.4.17 1.4.14 7.3.103 8.3.59
subanta:jYAna:napumsaka:8:1,jYAna,1.2.45 4.1.2 1.3.2 1.3.9 1.1.73 2.3.48 2.3.49 1.1.73 2.3.48 2.3.49 7.1.24 1.3.4 1.4.13 1.4.18 1.4.14 6.1.107 6.1.69 8.4.68
subanta:jYAna:napumsaka:8:2,jYAne,1.2.45 4.1.2 1.1.73 2.3.48 1.1.73 2.3.48 1.4.13 7.1.19 1.3.8 1.3.9 1.4.18 1.4.14 6.4.148.1 6.1.104 6.1.87
subanta:jYAna:napumsaka:8:3,jYAnAni,1.2.45 4.1.2 1.3.4 1.3.7 1.3.9 1.1.73 2.3.48 1.1.73 2.3.48 1.4.13 7.1.20 1.3.8 1.3.9 1.1.42 1.4.14 7.1.72 6.4.8
subanta:rADA:stri:1:1,rADA,1.2.45 4.1.2 1.3.2 1.3.9 1.1.73 1.1.43 1.1.73 1.1.43 1.4.13 1.4.14 6.1.68
subanta:rADA:stri:1:2,rADe,1.2.45 4.1.2 1.1.73 1.1.43 1.1.73 1.1.43 1.4.13 7.1.18 1.3.8 1.3.9 1.4.14 6.1.105 6.1.87
subanta:rADA:stri:1:3,rADAH,1.2.45 4.1.2 1.3.4 1.3.7 1.3.9 1.1.73 1.1.43 1.1.73 1.1.43 1.4.13 1.4.14 6.1.105 6.1.101 8.2.66 1.3.2 8.3.15
subanta:rADA:stri:2:1,rADAm,1.2.45 4.1.2 1.3.4 1.1.73 1.1.43 1.1.73 1.1.43 1.4.13 1.4.14 6.1.107
subanta:rADA:stri:2:2,rADe,1.2.45 4.1.2 1.3.3 1.3.9 1.1.73 1.1.43 1.1.73 1.1.43 1.4.13 7.1.18 1.3.8 1.3.9 1.4.14 6.1.105 6.1.87
subanta:rADA:stri:2:3,rADAH,1.2.45 4.1.2 1.3.4 1.3.8 1.3.9 1.1.73 1.1.73 1.4.13 1.4.18 1.4.14 6.1.102 6.1.101 8.2.66 1.3.2 8.3.15
subanta:rADA:stri:3:1,rADayA,1.2.45 4.1.2 1.3.7 1.3.9 1.1.73 1.1.73 1.4.13 1.4.18 1.4.14 7.3.105 6.1.78 8.4.68
subanta:rADA:stri:3:2,rADAByAm,1.2.45 4.1.2 1.3.4 1.1.73 1.1.73 1.4.13 1.4.17 1.4.14
subanta:rADA:stri:3:3,rADABiH,1.2.45 4.1.2 1.3.4 1.1.73 1.1.73 1.4.13 1.4.17 1.4.14 8.2.66 1.3.2 8.3.15
subanta:rADA:stri:4:1,rADAyE,1.2.45 4.1.2 1.3.8 1.3.9 1.1.73 1.1.73 1.4.13 1.4.18 1.4.14 7.3.113 1.3.3 1.3.9 6.1.88
subanta:rADA:stri:4:2,rADAByAm,1.2.45 4.1.2 1.3.4 1.1.73 1.1.73 1.4.13 1.4.17 1.4.14
subanta:rADA:stri:4:3,rADAByaH,1.2.45 4.1.2 1.3.4 1.1.73 1.1.73 1.4.13 1.4.17 1.4.14 8.2.66 1.3.2 8.3.15 8.4.68
subanta:rADA:stri:5:1,rADAyAH,1.2.45 4.1.2 1.3.2 1.3.8 1.3.9 1.1.73 1.1.73 1.4.13 1.4.18 1.4.14 7.3.113 1.3.3 1.3.9 6.1.101 8.2.66 1.3.2 8.3.15
subanta:rADA:stri:5:2,rADAByAm,1.2.45 4.1.2 1.3.4 1.1.73 1.1.73 1.4.13 1.4.17 1.4.14
subanta:rADA:stri:5:3,rADAByaH,1.2.45 4.1.2 1.3.4 1.1.73 1.1.73 1.4.13 1.4.17 1.4.14 8.2.66 1.3.2 8.3.15 8.4.68
subanta:rADA:stri:6:1,rADAyAH,1.2.45 4.1.2 1.3.4 1.3.8 1.3.9 1.1.73 1.1.73 1.4.13 1.4.18 1.4.14 7.3.113 1.3.3 1.3.9 6.1.101 8.2.66 1.3.2 8.3.15
subanta:rADA:stri:6:2,rADayoH,1.2.45 4.1.2 1.3.4 1.1.73 1.1.73 1.4.13 1.4.18 1.4.14 7.3.105 6.1.78 8.2.66 1.3.2 8.3.15 8.4.68
subanta:rADA:stri:6:3,rADAnAm,1.2.45 4.1.2 1.3.4 1.1.73 1.1.73 7.1.54 1.3.2 1.3.3 1.3.9 1.4.13 1.4.17 1.4.14
subanta:rADA:stri:7:1,rADAyAm,1.2.45 4.1.2 1.3.8 1.3.9 1.1.73 1.1.73 1.4.13 1.4.18 1.4.14 7.3.116 1.3.4 7.3.113 1.3.3 1.3.9 6.1.101
subanta:rADA:stri:7:2,rADayoH,1.2.45 4.1.2 1.3.4 1.1.73 1.1.73 1.4.13 1.4.18 1.4.14 7.3.105 6.1.78 8.2.66 1.3.2 8.3.15 8.4.68
subanta:rADA:stri:7:3,rADAsu,1.2.45 4.1.2 1.3.3 1.3.9 1.1.73 1.1.73 1.4.13 1.4.17 1.4.14
subanta:rADA:stri:8:1,rADe,1.2.45 4.1.2 1.3.2 1.3.9 1.1.73 2.3.48 2.3.49 1.1.43 1.1.73 2.3.48 2.3.49 1.1.43 1.4.13 1.4.14 7.3.106 6.1.68
subanta:rADA:stri:8:2,rADe,1.2.45 4.1.2 1.1.73 2.3.48 1.1.43 1.1.73 2.3.48 1.1.43 1.4.13 7.1.18 1.3.8 1.3.9 1.4.14 6.1.105 6.1.87
subanta:rADA:stri:8:3,rADAH,1.2.45 4.1.2 1.3.4 1.3.7 1.3.9 1.1.73 2.3.48 1.1.43 1.1.73 2.3.48 1.1.43 1.4.13 1.4.14 6.1.105 6.1.101 8.2.66 1.3.2 8.3.15
tinanta:BU:laT:1:1,BavAmi,1.3.1 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.4.13 7.3.84 1.4.14 7.3.101 6.1.78 8.4.68
tinanta:BU:laT:1:2,BavAvaH,1.3.1 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 7.3.84 1.4.14 7.3.101 6.1.78 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:BU:laT:1:3,BavAmaH,1.3.1 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 7.3.84 1.4.14 7.3.101 6.1.78 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:BU:laT:2:1,Bavasi,1.3.1 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.4.13 7.3.84 1.4.14 6.1.78 8.4.68
tinanta:BU:laT:2:2,BavaTaH,1.3.1 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:BU:laT:2:3,BavaTa,1.3.1 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 8.4.68
tinanta:BU:laT:3:1,Bavati,1.3.1 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.4.13 7.3.84 1.4.14 6.1.78 8.4.68
tinanta:BU:laT:3:2,BavataH,1.3.1 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:BU:laT:3:3,Bavanti,1.3.1 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 7.1.3 1.4.13 7.3.84 1.4.14 6.1.78 6.1.97 8.3.24 8.4.58 8.4.68
tinanta:BU:laG:1:1,aBavam,1.3.1 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.3.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.4.14 6.1.78 6.1.97 8.4.68
tinanta:BU:laG:1:2,aBavAva,1.3.1 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.99 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.4.14 7.3.101 6.1.78 8.4.68
tinanta:BU:laG:1:3,aBavAma,1.3.1 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.99 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.4.14 7.3.101 6.1.78 8.4.68
tinanta:BU:laG:2:1,aBavaH,1.3.1 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.100 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.4.14 6.1.78 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:BU:laG:2:2,aBavatam,1.3.1 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.3.4 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.4.14 6.1.78 8.4.68
tinanta:BU:laG:2:3,aBavata,1.3.1 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.4.14 6.1.78 8.4.68
tinanta:BU:laG:3:1,aBavad|aBavat,1.3.1 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.100 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.4.14 6.1.78 8.2.39 8.4.56 8.4.68
tinanta:BU:laG:3:2,aBavatAm,1.3.1 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.3.4 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.4.14 6.1.78 8.4.68
tinanta:BU:laG:3:3,aBavan,1.3.1 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 3.4.100 7.1.3 1.4.13 6.4.71 1.3.3 1.3.9 7.3.84 1.4.14 6.1.78 6.1.97 8.2.23 8.4.68
tinanta:BU:liT:1:1,baBUva,1.3.1 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.115 3.4.82 1.3.3 1.3.7 1.3.9 3.4.115 7.1.91 6.1.8 6.1.4 6.1.5 1.4.13 6.4.88 1.3.2 1.3.3 1.3.9 7.4.59 7.4.73 1.4.14 8.4.54 8.4.68
tinanta:BU:liT:1:2,baBUviva,1.3.1 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.115 3.4.82 3.4.115 1.2.5 7.2.13 7.2.35 1.3.3 1.3.9 1.4.13 6.4.88 1.3.2 1.3.3 1.3.9 6.1.8 6.1.4 6.1.5 7.4.59 7.4.73 1.4.14 8.4.54 8.4.68
tinanta:BU:liT:1:3,baBUvima,1.3.1 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.115 3.4.82 3.4.115 1.2.5 7.2.13 7.2.35 1.3.3 1.3.9 1.4.13 6.4.88 1.3.2 1.3.3 1.3.9 6.1.8 6.1.4 6.1.5 7.4.59 7.4.73 1.4.14 8.4.54 8.4.68
tinanta:BU:liT:2:1,baBUviTa,1.3.1 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.115 3.4.82 1.3.3 1.3.9 3.4.115 7.2.13 7.2.35 1.3.3 1.3.9 1.4.13 6.4.88 1.3.2 1.3.3 1.3.9 6.1.8 6.1.4 6.1.5 7.4.59 7.4.73 1.4.14 8.4.54 8.4.68
tinanta:BU:liT:2:2,baBUvaTuH,1.3.1 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.115 3.4.82 1.3.4 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 6.4.88 1.3.2 1.3.3 1.3.9 7.4.59 7.4.73 1.4.14 8.2.66 1.3.2 8.3.15 8.4.54 8.4.68
tinanta:BU:liT:2:3,baBUva,1.3.1 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.115 3.4.82 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 6.4.88 1.3.2 1.3.3 1.3.9 7.4.59 7.4.73 1.4.14 8.4.54 8.4.68
tinanta:BU:liT:3:1,baBUva,1.3.1 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.115 3.4.82 1.3.3 1.3.7 1.3.9 3.4.115 6.1.8 6.1.4 6.1.5 1.4.13 6.4.88 1.3.2 1.3.3 1.3.9 7.4.59 7.4.73 1.4.14 8.4.54 8.4.68
tinanta:BU:liT:3:2,baBUvatuH,1.3.1 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.115 3.4.82 1.3.4 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 6.4.88 1.3.2 1.3.3 1.3.9 7.4.59 7.4.73 1.4.14 8.2.66 1.3.2 8.3.15 8.4.54 8.4.68
tinanta:BU:liT:3:3,baBUvuH,1.3.1 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.115 3.4.82 1.3.4 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 6.4.88 1.3.2 1.3.3 1.3.9 7.4.59 7.4.73 1.4.14 8.2.66 1.3.2 8.3.15 8.4.54 8.4.68
tinanta:BU:lRT:1:1,BavizyAmi,1.3.1 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.33 3.4.114 7.2.35 1.3.3 1.3.9 1.4.13 7.3.84 1.4.14 7.3.101 6.1.78 8.3.59 8.4.68
tinanta:BU:lRT:1:2,BavizyAvaH,1.3.1 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.33 3.4.114 7.2.35 1.3.3 1.3.9 1.2.4 1.4.13 7.3.84 1.4.14 7.3.101 6.1.78 8.2.66 1.3.2 8.3.15 8.3.59 8.4.68
tinanta:BU:lRT:1:3,BavizyAmaH,1.3.1 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.33 3.4.114 7.2.35 1.3.3 1.3.9 1.2.4 1.4.13 7.3.84 1.4.14 7.3.101 6.1.78 8.2.66 1.3.2 8.3.15 8.3.59 8.4.68
tinanta:BU:lRT:2:1,Bavizyasi,1.3.1 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.33 3.4.114 7.2.35 1.3.3 1.3.9 1.4.13 7.3.84 1.4.14 6.1.78 8.3.59 8.4.68
tinanta:BU:lRT:2:2,BavizyaTaH,1.3.1 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.33 3.4.114 7.2.35 1.3.3 1.3.9 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 8.2.66 1.3.2 8.3.15 8.3.59 8.4.68
tinanta:BU:lRT:2:3,BavizyaTa,1.3.1 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.33 3.4.114 7.2.35 1.3.3 1.3.9 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 8.3.59 8.4.68
tinanta:BU:lRT:3:1,Bavizyati,1.3.1 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.33 3.4.114 7.2.35 1.3.3 1.3.9 1.4.13 7.3.84 1.4.14 6.1.78 8.3.59 8.4.68
tinanta:BU:lRT:3:2,BavizyataH,1.3.1 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.33 3.4.114 7.2.35 1.3.3 1.3.9 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 8.2.66 1.3.2 8.3.15 8.3.59 8.4.68
tinanta:BU:lRT:3:3,Bavizyanti,1.3.1 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.33 3.4.114 7.2.35 1.3.3 1.3.9 1.2.4 7.1.3 1.4.13 7.3.84 1.4.14 6.1.78 6.1.97 8.3.24 8.3.59 8.4.58 8.4.68
tinanta:BU:loT:1:1,BavAni,1.3.1 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.89 3.4.92 1.3.3 1.3.9 1.4.13 7.3.84 1.4.14 6.1.78 6.1.101 8.4.68
tinanta:BU:loT:1:2,BavAva,1.3.1 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.92 1.3.3 1.3.9 3.4.99 1.4.13 7.3.84 1.4.14 6.1.78 6.1.101 8.4.68
tinanta:BU:loT:1:3,BavAma,1.3.1 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.92 1.3.3 1.3.9 3.4.99 1.4.13 7.3.84 1.4.14 6.1.78 6.1.101 8.4.68
tinanta:BU:loT:2:1,Bava|BavatAd|BavatAt,1.3.1 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.87 7.1.35 1.3.2 1.3.3 1.3.9 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 8.2.39 8.4.56 8.4.68
tinanta:BU:loT:2:2,Bavatam,1.3.1 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.3.4 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 8.4.68
tinanta:BU:loT:2:3,Bavata,1.3.1 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 8.4.68
tinanta:BU:loT:3:1,BavatAd|BavatAt|Bavatu,1.3.1 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.86 7.1.35 1.3.2 1.3.3 1.3.9 1.4.13 7.3.84 1.4.14 6.1.78 8.2.39 8.4.56 8.4.68
tinanta:BU:loT:3:2,BavatAm,1.3.1 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.3.4 1.2.4 1.4.13 7.3.84 1.4.14 6.1.78 8.4.68
tinanta:BU:loT:3:3,Bavantu,1.3.1 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 3.4.86 7.1.3 1.4.13 7.3.84 1.4.14 6.1.78 6.1.97 8.3.24 8.4.58 8.4.68
tinanta:gamx~:laT:1:1,gamAmi,1.3.1 1.3.2 1.3.9 01.0934 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.4.13 1.4.14 7.3.101 8.4.68
tinanta:gamx~:laT:1:2,gamAvaH,1.3.1 1.3.2 1.3.9 01.0934 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 1.4.14 7.3.101 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:gamx~:laT:1:3,gamAmaH,1.3.1 1.3.2 1.3.9 01.0934 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 1.4.14 7.3.101 8.2.66 1.3.2 8.3.15 8.4.68
