key,forms,path
tinanta:gamx~:laT:2:1,gamasi,1.3.1 1.3.2 1.3.9 01.0934 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.4.13 1.4.14 8.4.68
tinanta:gamx~:laT:2:2,gamaTaH,1.3.1 1.3.2 1.3.9 01.0934 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 1.4.14 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:gamx~:laT:2:3,gamaTa,1.3.1 1.3.2 1.3.9 01.0934 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 1.4.14 8.4.68
tinanta:gamx~:laT:3:1,gamati,1.3.1 1.3.2 1.3.9 01.0934 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.4.13 1.4.14 8.4.68
tinanta:gamx~:laT:3:2,gamataH,1.3.1 1.3.2 1.3.9 01.0934 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 1.4.14 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:gamx~:laT:3:3,gamanti,1.3.1 1.3.2 1.3.9 01.0934 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 7.1.3 1.4.13 1.4.14 6.1.97 8.3.24 8.4.58 8.4.68
tinanta:gamx~:laG:1:1,agamam,1.3.1 1.3.2 1.3.9 01.0934 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.3.4 1.4.13 6.4.71 1.3.3 1.3.9 1.4.14 6.1.97 8.4.68
tinanta:gamx~:laG:1:2,agamAva,1.3.1 1.3.2 1.3.9 01.0934 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.99 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 1.4.14 7.3.101 8.4.68
tinanta:gamx~:laG:1:3,agamAma,1.3.1 1.3.2 1.3.9 01.0934 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.99 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 1.4.14 7.3.101 8.4.68
tinanta:gamx~:laG:2:1,agamaH,1.3.1 1.3.2 1.3.9 01.0934 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.100 1.4.13 6.4.71 1.3.3 1.3.9 1.4.14 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:gamx~:laG:2:2,agamatam,1.3.1 1.3.2 1.3.9 01.0934 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.3.4 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 1.4.14 8.4.68
tinanta:gamx~:laG:2:3,agamata,1.3.1 1.3.2 1.3.9 01.0934 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 1.4.14 8.4.68
tinanta:gamx~:laG:3:1,agamad|agamat,1.3.1 1.3.2 1.3.9 01.0934 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.100 1.4.13 6.4.71 1.3.3 1.3.9 1.4.14 8.2.39 8.4.56 8.4.68
tinanta:gamx~:laG:3:2,agamatAm,1.3.1 1.3.2 1.3.9 01.0934 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.3.4 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 1.4.14 8.4.68
tinanta:gamx~:laG:3:3,agaman,1.3.1 1.3.2 1.3.9 01.0934 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 3.4.100 7.1.3 1.4.13 6.4.71 1.3.3 1.3.9 1.4.14 6.1.97 8.2.23 8.4.68
tinanta:gamx~:liT:1:1,jagAma|jagama,1.3.1 1.3.2 1.3.9 01.0934 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.115 3.4.82 1.3.3 1.3.7 1.3.9 3.4.115 7.1.91 6.1.8 6.1.4 6.1.5 1.4.13 7.4.60 7.4.62 1.4.14 8.4.68
tinanta:gamx~:liT:1:2,jagmiva,1.3.1 1.3.2 1.3.9 01.0934 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.115 3.4.82 3.4.115 1.2.5 7.2.13 7.2.35 1.3.3 1.3.9 1.4.13 6.1.8 6.1.4 6.1.5 6.4.98 7.4.60 7.4.62 1.4.14 8.4.68
tinanta:gamx~:liT:1:3,jagmima,1.3.1 1.3.2 1.3.9 01.0934 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.115 3.4.82 3.4.115 1.2.5 7.2.13 7.2.35 1.3.3 1.3.9 1.4.13 6.1.8 6.1.4 6.1.5 6.4.98 7.4.60 7.4.62 1.4.14 8.4.68
tinanta:gamx~:liT:2:1,jagamiTa,1.3.1 1.3.2 1.3.9 01.0934 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.115 3.4.82 1.3.3 1.3.9 3.4.115 7.2.13 7.2.35 1.3.3 1.3.9 1.4.13 6.1.8 6.1.4 6.1.5 7.4.60 7.4.62 1.4.14 8.4.68
tinanta:gamx~:liT:2:2,jagmaTuH,1.3.1 1.3.2 1.3.9 01.0934 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.115 3.4.82 1.3.4 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 6.4.98 7.4.60 7.4.62 1.4.14 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:gamx~:liT:2:3,jagma,1.3.1 1.3.2 1.3.9 01.0934 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.115 3.4.82 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 6.4.98 7.4.60 7.4.62 1.4.14 8.4.68
tinanta:gamx~:liT:3:1,jagAma,1.3.1 1.3.2 1.3.9 01.0934 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.115 3.4.82 1.3.3 1.3.7 1.3.9 3.4.115 6.1.8 6.1.4 6.1.5 1.4.13 7.2.116 7.4.60 7.4.62 1.4.14 8.4.68
tinanta:gamx~:liT:3:2,jagmatuH,1.3.1 1.3.2 1.3.9 01.0934 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.115 3.4.82 1.3.4 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 6.4.98 7.4.60 7.4.62 1.4.14 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:gamx~:liT:3:3,jagmuH,1.3.1 1.3.2 1.3.9 01.0934 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.115 3.4.82 1.3.4 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 6.4.98 7.4.60 7.4.62 1.4.14 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:gamx~:lRT:1:1,gamizyAmi,1.3.1 1.3.2 1.3.9 01.0934 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.33 3.4.114 7.2.58 1.3.3 1.3.9 1.4.13 1.4.14 7.3.101 8.3.59 8.4.68
tinanta:gamx~:lRT:1:2,gamizyAvaH,1.3.1 1.3.2 1.3.9 01.0934 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.33 3.4.114 7.2.58 1.3.3 1.3.9 1.2.4 1.4.13 1.4.14 7.3.101 8.2.66 1.3.2 8.3.15 8.3.59 8.4.68
tinanta:gamx~:lRT:1:3,gamizyAmaH,1.3.1 1.3.2 1.3.9 01.0934 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.33 3.4.114 7.2.58 1.3.3 1.3.9 1.2.4 1.4.13 1.4.14 7.3.101 8.2.66 1.3.2 8.3.15 8.3.59 8.4.68
tinanta:gamx~:lRT:2:1,gamizyasi,1.3.1 1.3.2 1.3.9 01.0934 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.33 3.4.114 7.2.58 1.3.3 1.3.9 1.4.13 1.4.14 8.3.59 8.4.68
tinanta:gamx~:lRT:2:2,gamizyaTaH,1.3.1 1.3.2 1.3.9 01.0934 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.33 3.4.114 7.2.58 1.3.3 1.3.9 1.2.4 1.4.13 1.4.14 8.2.66 1.3.2 8.3.15 8.3.59 8.4.68
tinanta:gamx~:lRT:2:3,gamizyaTa,1.3.1 1.3.2 1.3.9 01.0934 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.33 3.4.114 7.2.58 1.3.3 1.3.9 1.2.4 1.4.13 1.4.14 8.3.59 8.4.68
tinanta:gamx~:lRT:3:1,gamizyati,1.3.1 1.3.2 1.3.9 01.0934 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.33 3.4.114 7.2.58 1.3.3 1.3.9 1.4.13 1.4.14 8.3.59 8.4.68
tinanta:gamx~:lRT:3:2,gamizyataH,1.3.1 1.3.2 1.3.9 01.0934 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.33 3.4.114 7.2.58 1.3.3 1.3.9 1.2.4 1.4.13 1.4.14 8.2.66 1.3.2 8.3.15 8.3.59 8.4.68
tinanta:gamx~:lRT:3:3,gamizyanti,1.3.1 1.3.2 1.3.9 01.0934 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.33 3.4.114 7.2.58 1.3.3 1.3.9 1.2.4 7.1.3 1.4.13 1.4.14 6.1.97 8.3.24 8.3.59 8.4.58 8.4.68
tinanta:gamx~:loT:1:1,gamAni,1.3.1 1.3.2 1.3.9 01.0934 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.89 3.4.92 1.3.3 1.3.9 1.4.13 1.4.14 6.1.101 8.4.68
tinanta:gamx~:loT:1:2,gamAva,1.3.1 1.3.2 1.3.9 01.0934 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.92 1.3.3 1.3.9 3.4.99 1.4.13 1.4.14 6.1.101 8.4.68
tinanta:gamx~:loT:1:3,gamAma,1.3.1 1.3.2 1.3.9 01.0934 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.92 1.3.3 1.3.9 3.4.99 1.4.13 1.4.14 6.1.101 8.4.68
tinanta:gamx~:loT:2:1,gama|gamatAd|gamatAt,1.3.1 1.3.2 1.3.9 01.0934 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.87 7.1.35 1.3.2 1.3.3 1.3.9 1.2.4 1.4.13 1.4.14 8.2.39 8.4.56 8.4.68
tinanta:gamx~:loT:2:2,gamatam,1.3.1 1.3.2 1.3.9 01.0934 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.3.4 1.2.4 1.4.13 1.4.14 8.4.68
tinanta:gamx~:loT:2:3,gamata,1.3.1 1.3.2 1.3.9 01.0934 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.2.4 1.4.13 1.4.14 8.4.68
tinanta:gamx~:loT:3:1,gamatAd|gamatAt|gamatu,1.3.1 1.3.2 1.3.9 01.0934 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.86 7.1.35 1.3.2 1.3.3 1.3.9 1.4.13 1.4.14 8.2.39 8.4.56 8.4.68
tinanta:gamx~:loT:3:2,gamatAm,1.3.1 1.3.2 1.3.9 01.0934 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.3.4 1.2.4 1.4.13 1.4.14 8.4.68
tinanta:gamx~:loT:3:3,gamantu,1.3.1 1.3.2 1.3.9 01.0934 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 3.4.86 7.1.3 1.4.13 1.4.14 6.1.97 8.3.24 8.4.58 8.4.68
tinanta:pA:laT:1:1,pAmi,1.3.1 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.4.13 1.4.14 7.3.101 6.1.101
tinanta:pA:laT:1:2,pAvaH,1.3.1 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 1.4.14 7.3.101 6.1.101 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:pA:laT:1:3,pAmaH,1.3.1 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 1.4.14 7.3.101 6.1.101 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:pA:laT:2:1,pAsi,1.3.1 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.4.13 1.4.14 6.1.101
tinanta:pA:laT:2:2,pATaH,1.3.1 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 1.4.14 6.1.101 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:pA:laT:2:3,pATa,1.3.1 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 1.4.14 6.1.101 8.4.68
tinanta:pA:laT:3:1,pAti,1.3.1 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.4.13 1.4.14 6.1.101
tinanta:pA:laT:3:2,pAtaH,1.3.1 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 1.4.13 1.4.14 6.1.101 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:pA:laT:3:3,pAnti,1.3.1 3.2.123 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 7.1.3 1.4.13 1.4.14 6.1.101 6.1.101 8.3.24 8.4.58
tinanta:pA:laG:1:1,apAm,1.3.1 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.3.4 1.4.13 6.4.71 1.3.3 1.3.9 1.4.14 6.1.101 6.1.101 8.4.68
tinanta:pA:laG:1:2,apAva,1.3.1 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.99 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 1.4.14 7.3.101 6.1.101 8.4.68
tinanta:pA:laG:1:3,apAma,1.3.1 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.99 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 1.4.14 7.3.101 6.1.101 8.4.68
tinanta:pA:laG:2:1,apAH,1.3.1 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.100 1.4.13 6.4.71 1.3.3 1.3.9 1.4.14 6.1.101 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:pA:laG:2:2,apAtam,1.3.1 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.3.4 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 1.4.14 6.1.101 8.4.68
tinanta:pA:laG:2:3,apAta,1.3.1 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 1.4.14 6.1.101 8.4.68
tinanta:pA:laG:3:1,apAd|apAt,1.3.1 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.100 1.4.13 6.4.71 1.3.3 1.3.9 1.4.14 6.1.101 8.2.39 8.4.56 8.4.68
tinanta:pA:laG:3:2,apAtAm,1.3.1 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.3.4 1.2.4 1.4.13 6.4.71 1.3.3 1.3.9 1.4.14 6.1.101 8.4.68
tinanta:pA:laG:3:3,apAn,1.3.1 3.2.111 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 1.2.4 3.4.100 7.1.3 1.4.13 6.4.71 1.3.3 1.3.9 1.4.14 6.1.101 6.1.101 8.2.23 8.4.68
tinanta:pA:liT:1:1,papO,1.3.1 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.115 3.4.82 1.3.3 1.3.7 1.3.9 3.4.115 7.1.91 6.1.8 6.1.4 6.1.5 1.4.13 7.1.34 7.4.59 1.4.14 6.1.88 8.4.68
tinanta:pA:liT:1:2,papiva,1.3.1 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.115 3.4.82 3.4.115 1.2.5 7.2.13 7.2.35 1.3.3 1.3.9 1.4.13 6.1.8 6.1.4 6.1.5 6.4.64 7.4.59 1.4.14 8.4.68
tinanta:pA:liT:1:3,papima,1.3.1 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.115 3.4.82 3.4.115 1.2.5 7.2.13 7.2.35 1.3.3 1.3.9 1.4.13 6.1.8 6.1.4 6.1.5 6.4.64 7.4.59 1.4.14 8.4.68
tinanta:pA:liT:2:1,papiTa,1.3.1 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.115 3.4.82 1.3.3 1.3.9 3.4.115 7.2.13 7.2.35 1.3.3 1.3.9 1.4.13 6.1.8 6.1.4 6.1.5 6.4.64 7.4.59 1.4.14 8.4.68
tinanta:pA:liT:2:2,papaTuH,1.3.1 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.115 3.4.82 1.3.4 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 6.4.64 7.4.59 1.4.14 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:pA:liT:2:3,papa,1.3.1 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.115 3.4.82 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 6.4.64 7.4.59 1.4.14 8.4.68
tinanta:pA:liT:3:1,papO,1.3.1 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.115 3.4.82 1.3.3 1.3.7 1.3.9 3.4.115 6.1.8 6.1.4 6.1.5 1.4.13 7.1.34 7.4.59 1.4.14 6.1.88 8.4.68
tinanta:pA:liT:3:2,papatuH,1.3.1 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.115 3.4.82 1.3.4 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 6.4.64 7.4.59 1.4.14 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:pA:liT:3:3,papuH,1.3.1 3.2.115 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.115 3.4.82 1.3.4 3.4.115 1.2.5 6.1.8 6.1.4 6.1.5 1.4.13 6.4.64 7.4.59 1.4.14 8.2.66 1.3.2 8.3.15 8.4.68
tinanta:pA:lRT:1:1,pizyAmi,1.3.1 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.33 3.4.114 7.2.35 1.3.3 1.3.9 1.4.13 6.4.64 1.4.14 7.3.101 8.3.59
tinanta:pA:lRT:1:2,pizyAvaH,1.3.1 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.33 3.4.114 7.2.35 1.3.3 1.3.9 1.2.4 1.4.13 6.4.64 1.4.14 7.3.101 8.2.66 1.3.2 8.3.15 8.3.59 8.4.68
tinanta:pA:lRT:1:3,pizyAmaH,1.3.1 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.33 3.4.114 7.2.35 1.3.3 1.3.9 1.2.4 1.4.13 6.4.64 1.4.14 7.3.101 8.2.66 1.3.2 8.3.15 8.3.59 8.4.68
tinanta:pA:lRT:2:1,pizyasi,1.3.1 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.33 3.4.114 7.2.35 1.3.3 1.3.9 1.4.13 6.4.64 1.4.14 8.3.59 8.4.68
tinanta:pA:lRT:2:2,pizyaTaH,1.3.1 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.33 3.4.114 7.2.35 1.3.3 1.3.9 1.2.4 1.4.13 6.4.64 1.4.14 8.2.66 1.3.2 8.3.15 8.3.59 8.4.68
tinanta:pA:lRT:2:3,pizyaTa,1.3.1 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.33 3.4.114 7.2.35 1.3.3 1.3.9 1.2.4 1.4.13 6.4.64 1.4.14 8.3.59 8.4.68
tinanta:pA:lRT:3:1,pizyati,1.3.1 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.33 3.4.114 7.2.35 1.3.3 1.3.9 1.4.13 6.4.64 1.4.14 8.3.59 8.4.68
tinanta:pA:lRT:3:2,pizyataH,1.3.1 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.33 3.4.114 7.2.35 1.3.3 1.3.9 1.2.4 1.4.13 6.4.64 1.4.14 8.2.66 1.3.2 8.3.15 8.3.59 8.4.68
tinanta:pA:lRT:3:3,pizyanti,1.3.1 3.3.13 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.33 3.4.114 7.2.35 1.3.3 1.3.9 1.2.4 7.1.3 1.4.13 6.4.64 1.4.14 6.1.97 8.3.24 8.3.59 8.4.58 8.4.68
tinanta:pA:loT:1:1,pAni,1.3.1 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.89 3.4.92 1.3.3 1.3.9 1.4.13 1.4.14 6.1.101 6.1.101
tinanta:pA:loT:1:2,pAva,1.3.1 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.92 1.3.3 1.3.9 3.4.99 1.4.13 1.4.14 6.1.101 6.1.101 8.4.68
tinanta:pA:loT:1:3,pAma,1.3.1 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.92 1.3.3 1.3.9 3.4.99 1.4.13 1.4.14 6.1.101 6.1.101 8.4.68
tinanta:pA:loT:2:1,pA|pAtAd|pAtAt,1.3.1 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.87 7.1.35 1.3.2 1.3.3 1.3.9 1.2.4 1.4.13 1.4.14 6.1.101 8.2.39 8.4.56
tinanta:pA:loT:2:2,pAtam,1.3.1 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.4 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.3.4 1.2.4 1.4.13 1.4.14 6.1.101 8.4.68
tinanta:pA:loT:2:3,pAta,1.3.1 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.101 1.2.4 1.4.13 1.4.14 6.1.101 8.4.68
tinanta:pA:loT:3:1,pAtAd|pAtAt|pAtu,1.3.1 3.3.162 1.3.2 1.3.3 1.3.9 1.3.78 3.4.78 1.3.3 1.3.9 3.4.113 3.1.68 1.3.3 1.3.8 1.3.9 3.4.113 3.4.86 7.1.35 1.3.2 1.3.3 1.3.9 1.4.13 1.4.14 6.1.101 8.2.39 8.4.56
